Cluster	Gene	FY23.SC_FY23.SC.1	FY23.SC_FY23.SC.2	FY23.YE_FY23.YE.1	FY23.YE_FY23.YE.2	FY24.SC_FY24.SC.1	FY24.SC_FY24.SC.2	FY24.YE_FY24.YE.1	FY24.YE_FY24.YE.2	Transcript
I_92255_92261_-	YAL029C__MYO4	0.499	0.216	0.189	0.296	0.103	0.467	0.294	0.197	YAL029C_mRNA
I_92389_92563_-	YAL029C__MYO4	34.124	28.597	34.01	31.087	33.671	30.745	31.418	32.154	YAL029C_mRNA
I_9318_9463_+	YAL066W__YAL066W	1.596	1.942	1.895	1.776	2.566	2.617	1.958	2.367	YAL066W_mRNA
I_94590_94664_+	YAL027W__YAL027W	24.146	21.151	15.442	16.481	19.607	22.148	13.605	14.203	YAL027W_mRNA
I_99763_99811_-	YAL026C__DRS2	69.445	68.741	61.483	66.023	61.08	61.397	53.636	58.39	YAL026C_mRNA
II_100139_100182_-	YBL064C__YBL064C	14.867	13.165	9.379	10.165	11.19	10.747	8.026	8.877	YBL064C_mRNA
II_100139_100182_-	YBL066C__YBL066C	14.867	13.165	9.379	10.165	11.19	10.747	8.026	8.877	YBL066C_mRNA
II_100765_100774_-	YBL064C__YBL064C	0.599	1.295	0.379	0.691	2.053	1.215	0.979	0.69	YBL064C_mRNA
II_100765_100774_-	YBL066C__YBL066C	0.599	1.295	0.379	0.691	2.053	1.215	0.979	0.69	YBL066C_mRNA
II_100921_100924_-	YBL064C__YBL064C	0.299	1.079	0.189	0.395	0.103	0.561	0.783	0.493	YBL064C_mRNA
II_100921_100924_-	YBL066C__YBL066C	0.299	1.079	0.189	0.395	0.103	0.561	0.783	0.493	YBL066C_mRNA
II_101160_101239_-	YBL064C__YBL064C	219.511	229.424	134.809	146.258	205.928	197.836	145.541	159.782	YBL064C_mRNA
II_10135_10240_-	YBL107C__YBL107C	2.295	1.835	1.989	3.257	2.669	2.43	2.055	3.255	YBL107C_mRNA
II_101863_101886_+	YBL063W__KIP1	14.268	12.626	13.073	13.323	12.524	11.027	9.885	9.37	YBL063W_mRNA
II_10354_10359_-	YBL107C__YBL107C	0.698	0.647	0.284	0.099	0.308	0.654	0.392	0.493	YBL107C_mRNA
II_10515_10570_-	YBL107C__YBL107C	79.124	76.942	61.578	67.306	69.293	68.032	65.185	63.42	YBL107C_mRNA
II_107444_107534_-	YBL061C__SKT5	21.552	21.367	25.484	21.81	20.121	21.494	24.175	25.25	YBL061C_mRNA
II_107869_107922_+	YBL060W__YBL060W	7.084	7.23	7.674	6.908	6.673	7.476	4.698	5.819	YBL060W_mRNA
II_110494_110581_-	YBL059C-A__YBL059C-A	89.601	82.014	68.778	71.352	87.668	85.508	78.3	76.538	YBL059C-A_mRNA
II_110606_110612_-	YBL059C-A__YBL059C-A	0.698	0.755	0.853	0.197	0.308	0.654	0.685	0.592	YBL059C-A_mRNA
II_110665_110720_+	YBL058W__SHP1	31.33	37.014	27.189	23.587	38.291	31.96	26.818	23.474	YBL058W_mRNA
II_110665_110720_+	YBL059W__YBL059W	31.33	37.014	27.189	23.587	38.291	31.96	26.818	23.474	YBL059W_mRNA
II_110757_110760_-	YBL059C-A__YBL059C-A	0.1	0.108	0.095	0.395	0.308	0.28	0.098	0.296	YBL059C-A_mRNA
II_111147_111151_-	YBL059C-A__YBL059C-A	0.399	0.324	0.568	0.493	0.616	0.467	0.098	0	YBL059C-A_mRNA
II_111395_111417_+	YBL058W__SHP1	167.028	162.625	137.461	139.547	163.737	154.381	137.613	135.42	YBL058W_mRNA
II_111395_111417_+	YBL059W__YBL059W	167.028	162.625	137.461	139.547	163.737	154.381	137.613	135.42	YBL059W_mRNA
II_111436_111442_+	YBL058W__SHP1	1.197	0.755	1.989	1.48	1.54	2.056	1.468	1.578	YBL058W_mRNA
II_111436_111442_+	YBL059W__YBL059W	1.197	0.755	1.989	1.48	1.54	2.056	1.468	1.578	YBL059W_mRNA
II_113240_113242_-	YBL057C__YBL057C	0.1	0	0.095	0.099	0.205	0.374	0.294	0.197	YBL057C_mRNA
II_113383_113386_-	YBL057C__YBL057C	0.299	0.108	0	0.296	0.616	0.28	0.294	0	YBL057C_mRNA
II_113412_113461_-	YBL057C__YBL057C	75.033	77.805	74.652	70.365	72.167	75.135	77.322	75.749	YBL057C_mRNA
II_113625_113720_+	YBL056W__YBL056W	138.192	139.748	104.398	120.204	133.042	132.794	114.025	112.144	YBL056W_mRNA
II_116785_116889_-	YBL055C__YBL055C	16.463	17.59	18.284	15.79	17.862	18.316	16.541	16.965	YBL055C_mRNA
II_117181_117237_-	YBL055C__YBL055C	4.091	4.532	3.41	4.441	4.825	4.205	3.915	4.636	YBL055C_mRNA
II_117409_117414_+	YBL054W__TOD6	1.297	1.187	1.8	2.171	0.719	0.561	0.685	1.479	YBL054W_mRNA
II_117469_117480_+	YBL054W__TOD6	8.481	6.151	9.284	9.178	6.57	6.355	6.949	7.2	YBL054W_mRNA
II_122041_122045_-	YBL052C__SAS3	6.585	5.719	4.642	6.81	7.699	7.756	6.656	7.595	YBL052C_mRNA
II_122140_122145_-	YBL052C__SAS3	4.191	4.101	4.168	3.355	4.209	4.579	4.698	4.241	YBL052C_mRNA
II_123391_123393_-	.	0.1	0.324	0.189	0.197	0.103	0.093	0.196	0.395	NA
II_124778_124855_-	YBL051C__PIN4	127.017	125.071	111.409	129.283	118.157	102.142	111.872	111.946	YBL051C_mRNA
II_125027_125103_+	YBL050W__SEC17	135.698	138.237	101.556	106.091	132.427	130.084	116.766	108.396	YBL050W_mRNA
II_132135_132213_-	YBL047C__EDE1	105.066	104.136	73.136	82.504	95.778	93.918	77.028	80.582	YBL047C_mRNA
II_132398_132435_+	YBL046W__YBL046W	16.164	16.079	15.347	16.185	16.014	19.064	14.094	15.485	YBL046W_mRNA
II_135606_135781_-	YBL045C__COR1	250.842	238.596	117.756	127.901	226.768	194.845	138.2	137.689	YBL045C_mRNA
II_136124_136127_+	YBL043W__YBL043W	0	0	0.284	0	0.205	0.187	0	0	YBL043W_mRNA
II_136124_136127_+	YBL044W__YBL044W	0	0	0.284	0	0.205	0.187	0	0	YBL044W_mRNA
II_13897_13968_-	YBL106C__SRO77	8.581	9.712	4.926	4.046	9.136	8.878	3.915	3.945	YBL106C_mRNA
II_140300_140349_-	YBL042C__YBL042C	44.7	60.971	83.367	85.662	48.248	51.585	75.364	74.96	YBL042C_mRNA
II_140351_140354_-	YBL042C__YBL042C	0.1	0.108	0.095	0.493	0.205	0.187	0	0.296	YBL042C_mRNA
II_141009_141012_+	YBL041W__PRE7	0.898	0.971	1.326	0.888	0.616	1.121	0.783	1.184	YBL041W_mRNA
II_141020_141033_+	YBL041W__PRE7	1.896	2.806	3.316	3.652	1.745	2.71	4.111	3.847	YBL041W_mRNA
II_141190_141238_+	YBL041W__PRE7	224.7	221.978	198.755	198.958	203.157	212.04	188.117	188.78	YBL041W_mRNA
II_142871_142928_-	YBL040C__YBL040C	113.747	112.122	119.84	125.73	115.386	111.861	127.728	129.799	YBL040C_mRNA
II_143081_143191_+	YBL039W-B__YBL039W-B	36.718	34.532	34.389	33.752	38.701	37.193	36.801	34.817	YBL039W-B_mRNA
II_143269_143271_+	YBL039W-B__YBL039W-B	0.499	0.863	0	0.099	0.924	1.028	0.489	0.395	YBL039W-B_mRNA
II_143294_143298_+	YBL039W-B__YBL039W-B	2.993	3.129	0.853	0.691	2.566	1.402	1.077	1.085	YBL039W-B_mRNA
II_145736_145818_-	YBL039C-A__YBL039C-A	152.261	145.143	221.397	224.913	167.33	161.203	223.254	232.967	YBL039C-A_mRNA
II_145736_145818_-	YBL039C__YBL039C	152.261	145.143	221.397	224.913	167.33	161.203	223.254	232.967	YBL039C_mRNA
II_146107_146109_+	YBL038W__MRPL16	0.898	0.863	0.379	0.691	0.513	0.654	0.098	0.592	YBL038W_mRNA
II_146112_146136_+	YBL038W__MRPL16	54.578	51.798	42.252	43.226	47.53	51.865	40.716	42.806	YBL038W_mRNA
II_147099_147130_+	YBL037W__YBL037W	26.541	29.352	21.6	23.093	31.002	26.82	20.75	20.713	YBL037W_mRNA
II_147099_147130_+	YBL038W__MRPL16	26.541	29.352	21.6	23.093	31.002	26.82	20.75	20.713	YBL038W_mRNA
II_151210_151272_-	YBL036C__YBL036C	62.96	56.223	69.252	67.503	66.316	66.911	67.436	65.491	YBL036C_mRNA
II_153626_153631_-	YBL035C__YBL035C	0.1	0	0.284	0.296	0	0.187	0.294	0.197	YBL035C_mRNA
II_153687_153703_-	YBL035C__YBL035C	7.882	10.144	10.231	7.796	7.289	8.411	8.809	8.778	YBL035C_mRNA
II_158446_158459_-	YBL034C__YBL034C	12.971	12.734	13.073	13.915	10.779	11.308	11.941	12.23	YBL034C_mRNA
II_159720_159724_-	YBL033C__YBL033C	45.199	48.021	31.547	26.449	43.424	39.436	28.678	27.913	YBL033C_mRNA
II_160073_160147_+	YBL032W__HEK2	59.268	63.237	59.589	53.983	60.978	67.939	50.895	48.822	YBL032W_mRNA
II_161662_161665_+	YBL031W__YBL031W	1.197	0.863	0.853	0.888	1.129	1.215	0.685	1.184	YBL031W_mRNA
II_161676_161678_+	YBL031W__YBL031W	2.494	0.971	1.989	1.382	1.232	1.308	2.447	2.564	YBL031W_mRNA
II_164008_164150_-	YBL029C-A__YBL029C-A	830.152	794.781	468.467	475.584	810.06	763.401	461.777	478.262	YBL029C-A_mRNA
II_164008_164150_-	YBL030C__PET9	830.152	794.781	468.467	475.584	810.06	763.401	461.777	478.262	YBL030C_mRNA
II_164806_164891_-	YBL029C-A__YBL029C-A	117.538	122.589	59.589	63.753	124.522	118.496	66.653	70.423	YBL029C-A_mRNA
II_164806_164891_-	YBL030C__PET9	117.538	122.589	59.589	63.753	124.522	118.496	66.653	70.423	YBL030C_mRNA
II_166093_166098_+	YBL029W__YBL029W	2.095	2.266	0.568	1.086	1.027	1.869	0.783	0.69	YBL029W_mRNA
II_166725_166744_-	.	4.889	4.209	4.263	3.158	4.209	3.177	4.013	4.34	NA
II_166941_166955_-	YBL028C__YBL028C	22.051	24.604	13.642	10.56	23.098	20.372	11.354	11.934	YBL028C_mRNA
II_167049_167148_+	YBL029W__YBL029W	15.964	15.755	9.379	10.856	16.63	14.672	10.277	8.285	YBL029W_mRNA
II_167162_167165_+	.	0.2	0	0	0	0.205	0.28	0	0	NA
II_167849_167896_-	YBL028C__YBL028C	153.159	164.028	237.502	236.854	171.641	175.968	243.808	246.676	YBL028C_mRNA
II_168333_168421_+	YBL027W__RPL19B	2391.176	2457.185	2848.032	2928.606	2525.446	2510.466	2900.838	2855.962	YBL027W_mRNA
II_168490_168494_+	YBL027W__RPL19B	0.499	0.647	0.947	1.283	0.513	0.093	1.272	0.69	YBL027W_mRNA
II_168806_168811_+	YBL027W__RPL19B	7.683	7.446	10.516	14.705	8.623	9.625	14.583	16.669	YBL027W_mRNA
II_168864_168870_+	YBL027W__RPL19B	1.197	2.05	2.558	2.763	1.95	1.121	3.034	2.564	YBL027W_mRNA
II_169017_169022_+	YBL027W__RPL19B	5.188	3.129	6.821	6.711	3.901	5.327	4.992	6.411	YBL027W_mRNA
II_169045_169053_+	YBL027W__RPL19B	2.494	2.374	1.989	3.454	2.361	2.617	1.762	3.058	YBL027W_mRNA
II_169858_169963_-	.	60.665	60.971	48.694	50.825	61.08	55.603	48.253	46.455	NA
II_169972_169982_-	.	0.599	0.755	0.189	0.592	1.027	0.561	0.587	0.197	NA
II_170428_170432_-	.	0.299	0.54	0.758	1.776	1.54	0.748	0.979	0.888	NA
II_170538_170616_+	YBL025W__YBL025W	109.057	116.546	111.125	100.663	115.899	124.57	110.991	111.65	YBL025W_mRNA
II_170538_170616_+	YBL026W__LSM2	109.057	116.546	111.125	100.663	115.899	124.57	110.991	111.65	YBL026W_mRNA
II_171432_171435_+	YBL025W__YBL025W	1.896	1.403	1.516	1.579	0.616	1.589	0.881	2.367	YBL025W_mRNA
II_171432_171435_+	YBL026W__LSM2	1.896	1.403	1.516	1.579	0.616	1.589	0.881	2.367	YBL026W_mRNA
II_171470_171472_+	YBL025W__YBL025W	1.098	2.05	1.042	0.493	0.308	0.467	0.392	0.197	YBL025W_mRNA
II_171470_171472_+	YBL026W__LSM2	1.098	2.05	1.042	0.493	0.308	0.467	0.392	0.197	YBL026W_mRNA
II_172385_172387_-	.	0.698	0.54	1.895	1.086	0.719	0.654	0.881	1.479	NA
II_172480_172530_+	YBL024W__NCL1	72.239	73.921	72.757	84.577	79.559	75.321	78.692	83.245	YBL024W_mRNA
II_172480_172530_+	YBL025W__YBL025W	72.239	73.921	72.757	84.577	79.559	75.321	78.692	83.245	YBL025W_mRNA
II_177526_177643_-	YBL023C__YBL023C	15.565	18.669	20.273	19.442	17.144	18.316	17.618	14.597	YBL023C_mRNA
II_17910_17989_-	YBL105C__PKC1	60.864	69.388	47.557	53.786	60.875	62.425	48.448	49.907	YBL105C_mRNA
II_181384_181408_-	YBL021C__YBL021C	52.882	51.259	41.778	44.213	50.815	49.436	41.695	39.058	YBL021C_mRNA
II_181384_181408_-	YBL022C__PIM1	52.882	51.259	41.778	44.213	50.815	49.436	41.695	39.058	YBL022C_mRNA
II_18145_18149_+	.	0.1	0.108	0.189	0.296	0	0.093	0	0	NA
II_182032_182034_-	YBL021C__YBL021C	0	0.108	0.284	0	0.205	0.28	0.196	0.395	YBL021C_mRNA
II_182032_182034_-	YBL022C__PIM1	0	0.108	0.284	0	0.205	0.28	0.196	0.395	YBL022C_mRNA
II_182052_182056_-	YBL021C__YBL021C	0.399	0.216	0.189	0.099	0.719	0.374	0.196	0	YBL021C_mRNA
II_182052_182056_-	YBL022C__PIM1	0.399	0.216	0.189	0.099	0.719	0.374	0.196	0	YBL022C_mRNA
II_182084_182088_-	YBL021C__YBL021C	0.499	0.432	0.568	0.395	0.719	0.374	0.392	0.099	YBL021C_mRNA
II_182084_182088_-	YBL022C__PIM1	0.499	0.432	0.568	0.395	0.719	0.374	0.392	0.099	YBL022C_mRNA
II_182099_182147_-	YBL021C__YBL021C	46.796	43.705	35.242	35.133	38.188	39.062	33.473	32.844	YBL021C_mRNA
II_182099_182147_-	YBL022C__PIM1	46.796	43.705	35.242	35.133	38.188	39.062	33.473	32.844	YBL022C_mRNA
II_182317_182357_+	YBL020W__YBL020W	34.922	32.266	39.031	35.232	31.002	30.185	30.831	32.055	YBL020W_mRNA
II_184292_184301_+	YBL019W__APN2	3.891	1.942	2.937	3.553	3.696	3.738	1.958	2.367	YBL019W_mRNA
II_184317_184321_+	YBL019W__APN2	2.494	3.885	2.274	2.961	2.669	3.271	2.643	3.156	YBL019W_mRNA
II_186480_186551_-	YBL018C__YBL018C	70.343	75.539	96.441	87.834	79.045	81.956	98.463	95.771	YBL018C_mRNA
II_191603_191798_-	YBL017C__PEP1	45.998	52.554	40.547	38.588	49.48	45.043	44.436	43.595	YBL017C_mRNA
II_191911_191914_+	YBL016W__FUS3	0.599	0.647	0.379	0.888	0.616	0.748	0.489	0.986	YBL016W_mRNA
II_191932_191935_+	YBL016W__FUS3	0.1	0.54	0.284	0.099	0.513	0.187	0.294	0.099	YBL016W_mRNA
II_192362_192429_+	YBL016W__FUS3	22.65	26.655	23.873	22.896	26.28	28.222	26.133	26.926	YBL016W_mRNA
II_192450_192453_+	YBL016W__FUS3	0.1	0.755	0.284	0.493	0.411	0.28	0.881	0.986	YBL016W_mRNA
II_194015_194053_+	YBL015W__YBL015W	61.164	62.158	26.336	23.291	48.864	54.295	24.86	23.77	YBL015W_mRNA
II_198309_198312_-	.	0.299	0.216	0.095	0.099	1.335	1.121	0.489	0.592	NA
II_201739_201792_-	YBL014C__YBL014C	21.053	22.554	22.168	23.784	20.737	19.905	21.043	22.587	YBL014C_mRNA
II_201985_202047_+	YBL013W__FMT1	6.685	5.396	4.168	3.75	5.441	6.355	3.817	4.143	YBL013W_mRNA
II_203430_203482_+	YBL011W__SCT1	44.301	46.619	47.084	48.456	40.857	44.67	41.01	43.694	YBL011W_mRNA
II_203507_203510_+	YBL011W__SCT1	0.499	0.54	0.853	1.184	0.719	0.374	0.489	0.197	YBL011W_mRNA
II_206932_206989_-	YBL010C__YBL010C	13.869	13.489	13.547	10.757	11.292	13.457	12.724	11.343	YBL010C_mRNA
II_209445_209449_-	.	0.299	0.54	0.568	0.296	0	0.28	0	0.099	NA
II_209538_209608_+	YBL008W-A__YBL008W-A	15.466	12.95	15.442	13.027	13.653	14.205	13.311	15.091	YBL008W-A_mRNA
II_209538_209608_+	YBL008W__YBL008W	15.466	12.95	15.442	13.027	13.653	14.205	13.311	15.091	YBL008W_mRNA
II_21221_21336_-	YBL104C__SEA4	12.971	11.439	12.6	12.336	10.984	11.027	9.2	11.145	YBL104C_mRNA
II_214610_214612_-	.	0.2	0.216	0.095	0	0	0	0.489	0.197	NA
II_21499_21503_+	.	0.299	0.54	0	0.296	0.308	0.467	0	0.197	NA
II_216398_216438_-	YBL006C__LDB7	272.593	275.718	213.628	229.946	257.154	254.187	203.483	202.588	YBL006C_mRNA
II_216398_216438_-	YBL007C__YBL007C	272.593	275.718	213.628	229.946	257.154	254.187	203.483	202.588	YBL007C_mRNA
II_217111_217163_-	YBL006C__LDB7	146.374	149.46	125.146	125.138	145.567	139.896	129.294	135.914	YBL006C_mRNA
II_217111_217163_-	YBL007C__YBL007C	146.374	149.46	125.146	125.138	145.567	139.896	129.294	135.914	YBL007C_mRNA
II_217379_217408_+	YBL005W__PDR3	8.481	7.986	7.105	7.5	9.444	8.317	6.264	6.904	YBL005W_mRNA
II_217379_217408_+	YBL006W-A__YBL006W-A	8.481	7.986	7.105	7.5	9.444	8.317	6.264	6.904	YBL006W-A_mRNA
II_220602_220605_-	.	0.1	0.108	0	0.099	0.308	0.187	0	0	NA
II_220764_220770_-	.	1.796	2.158	1.042	0.888	1.848	2.056	1.175	0.789	NA
II_220887_220977_+	.	16.663	17.374	7.2	10.461	20.839	17.943	10.277	9.271	NA
II_220978_221031_-	.	2.894	2.914	6.347	5.033	3.285	2.99	5.481	3.945	NA
II_221456_221459_+	.	1.497	2.482	1.326	1.283	1.642	1.121	1.468	0.888	NA
II_227510_227580_+	YBL004W__YBL004W	45.499	43.489	67.167	70.662	46.298	45.511	58.236	60.559	YBL004W_mRNA
II_235647_235651_-	YBL003C__HTA2	0.2	0	0.284	0.197	0	0.093	0.098	0.296	YBL003C_mRNA
II_235700_235702_-	YBL003C__HTA2	0.399	0.432	0.947	0.888	1.027	0.748	0.392	0.296	YBL003C_mRNA
II_235721_235723_-	YBL003C__HTA2	0.599	0.647	0.379	0.592	0.513	0.374	0.489	0.395	YBL003C_mRNA
II_235779_235862_-	YBL003C__HTA2	1529.794	1521.901	1328.475	1426.456	1606.672	1653.334	1559.256	1559.456	YBL003C_mRNA
II_236036_236039_+	YBL002W__YBL002W	1.497	1.619	1.8	1.184	1.95	1.869	1.077	0.493	YBL002W_mRNA
II_236358_236507_+	YBL002W__YBL002W	757.913	685.357	745.284	708.787	652.586	681.351	646.175	652.839	YBL002W_mRNA
II_237433_237438_-	YBL001C__YBL001C	9.08	7.662	3.695	2.27	9.136	7.57	4.111	5.622	YBL001C_mRNA
II_237460_237573_-	YBL001C__YBL001C	376.562	384.711	276.722	271.494	389.375	388.008	311.049	302.206	YBL001C_mRNA
II_23753_23756_-	YBL103C__YBL103C	0	0.216	0.379	0.197	0.103	0.374	0.196	0.493	YBL103C_mRNA
II_23780_23790_-	YBL103C__YBL103C	10.477	9.388	9.663	8.487	8.726	8.224	5.579	7.496	YBL103C_mRNA
II_238483_238533_+	.	4.39	4.209	4.168	3.257	4.106	4.766	4.111	2.466	NA
II_23962_24089_+	YBL102W__YBL102W	47.694	36.043	32.21	35.133	43.218	38.689	31.81	37.283	YBL102W_mRNA
II_241335_241339_-	YBR001C__YBR001C	16.563	21.043	12.221	14.409	21.147	17.288	13.311	14.203	YBR001C_mRNA
II_241395_241399_-	YBR001C__YBR001C	4.39	3.669	2.463	2.566	3.593	4.392	1.762	2.466	YBR001C_mRNA
II_241414_241431_-	YBR001C__YBR001C	27.14	26.978	13.263	13.619	21.763	22.895	13.605	14.302	YBR001C_mRNA
II_24210_24226_+	YBL102W__YBL102W	0.499	0.647	0.095	0.296	0.513	0.093	0.489	0.493	YBL102W_mRNA
II_242567_242606_-	YBR002C__YBR002C	27.738	24.173	24.158	24.87	23.816	21.12	23.294	28.998	YBR002C_mRNA
II_242774_242808_+	YBR003W__YBR003W	55.476	57.302	43.105	41.252	54.408	50.557	39.444	45.469	YBR003W_mRNA
II_245518_245529_-	YBR004C__GPI18	1.896	1.295	3.695	3.75	1.129	0.935	4.307	3.255	YBR004C_mRNA
II_245812_245942_+	YBR005W__RCR1	43.104	44.46	66.031	73.129	41.986	44.109	66.36	69.338	YBR005W_mRNA
II_24606_24691_+	YBL102W__YBL102W	0.898	1.187	0.568	1.086	1.027	0.467	1.175	1.282	YBL102W_mRNA
II_246878_246897_+	YBR005W__RCR1	18.958	17.914	7.958	9.375	13.345	18.41	11.256	12.132	YBR005W_mRNA
II_246878_246897_+	YBR006W__UGA2	18.958	17.914	7.958	9.375	13.345	18.41	11.256	12.132	YBR006W_mRNA
II_246956_246970_+	YBR006W__UGA2	27.239	24.496	6.916	8.191	20.942	23.082	6.362	7.397	YBR006W_mRNA
II_250964_250988_-	YBR007C__YBR007C	8.481	11.547	11.747	12.731	10.574	8.504	8.417	8.877	YBR007C_mRNA
II_254888_254892_-	YBR008C__YBR008C	2.794	1.835	1.232	1.875	1.848	1.962	2.251	1.578	YBR008C_mRNA
II_254888_254892_-	YBR009C__YBR009C	2.794	1.835	1.232	1.875	1.848	1.962	2.251	1.578	YBR009C_mRNA
II_255670_255678_-	YBR009C__YBR009C	7.683	5.504	4.737	5.428	4.517	6.635	5.09	4.833	YBR009C_mRNA
II_255705_255754_-	YBR009C__YBR009C	656.538	679.098	512.329	515.356	670.037	689.107	576.194	586.954	YBR009C_mRNA
II_256286_256381_+	YBR010W__HHT1	1298.309	1299.707	1028.164	975.051	1271.808	1338.03	1099.926	1082.772	YBR010W_mRNA
II_257987_258042_-	YBR011C__IPP1	745.64	761.22	646.948	644.54	721.879	748.262	640.498	630.055	YBR011C_mRNA
II_265972_266078_-	YBR013C__YBR013C	21.951	26.439	16.768	16.678	21.66	24.578	17.128	16.965	YBR013C_mRNA
II_267339_267432_-	YBR014C__YBR014C	60.066	58.489	39.031	41.746	45.887	51.211	38.759	38.565	YBR014C_mRNA
II_269563_269648_-	YBR015C__MNN2	83.115	75.971	64.989	65.036	74.528	75.321	58.138	56.812	YBR015C_mRNA
II_270188_270244_+	YBR016W__YBR016W	188.68	192.625	158.019	145.863	181.496	183.164	143.877	142.423	YBR016W_mRNA
II_270385_270389_+	YBR016W__YBR016W	1.996	1.187	1.8	1.579	1.95	2.149	2.838	1.381	YBR016W_mRNA
II_270475_270478_+	YBR016W__YBR016W	0.798	0.324	0.189	0.592	0.719	0.374	0.294	0.493	YBR016W_mRNA
II_273706_273783_-	YBR017C__YBR017C	54.678	55.791	63.283	61.878	61.183	55.416	53.44	50.4	YBR017C_mRNA
II_276527_276564_-	.	2.594	3.237	2.747	1.48	3.08	2.617	1.762	1.775	NA
II_276741_276820_+	.	5.488	4.317	4.263	3.849	5.133	6.355	4.796	3.945	NA
II_27999_28023_-	YBL101C__ECM21	0.499	0.971	0.284	0.691	0.205	0.374	0.489	0.69	YBL101C_mRNA
II_28185_28229_-	YBL101C__ECM21	7.583	7.77	3.505	5.428	6.981	7.289	5.873	5.03	YBL101C_mRNA
II_283652_283689_+	YBR022W__YBR022W	28.038	22.554	16.105	14.31	20.942	23.923	17.226	15.781	YBR022W_mRNA
II_283709_283719_+	YBR022W__YBR022W	3.193	2.698	3.221	3.059	3.388	2.804	3.034	3.748	YBR022W_mRNA
II_28379_28384_+	YBL100W-C__YBL100W-C	0.2	0.216	0.284	0.099	0.513	0.187	0.392	0.197	YBL100W-C_mRNA
II_28384_28395_-	YBL101C__ECM21	3.891	5.935	2.653	2.566	4.106	3.925	1.958	2.86	YBL101C_mRNA
II_28560_28650_-	YBL101C__ECM21	14.368	16.511	12.41	13.52	17.965	13.831	9.983	13.611	YBL101C_mRNA
II_28606_28615_+	YBL100W-C__YBL100W-C	0.2	0.216	0	0.099	0.411	0.374	0.294	0.099	YBL100W-C_mRNA
II_287939_288089_-	YBR023C__CHS3	45.998	44.46	42.915	45.594	41.473	41.399	44.142	41.129	YBR023C_mRNA
II_289318_289355_+	YBR024W__YBR024W	28.337	27.41	16.2	17.073	25.459	25.419	16.639	16.176	YBR024W_mRNA
II_290745_290747_-	.	0	0.108	0	0	0	0	0.294	0.197	NA
II_291551_291553_-	YBR025C__YBR025C	0.1	0.216	0.095	0	0	0.187	0.196	0.296	YBR025C_mRNA
II_291843_292039_-	YBR025C__YBR025C	259.822	254.783	322.479	310.477	257.77	263.999	313.104	337.812	YBR025C_mRNA
II_293986_294102_-	YBR026C__ETR1	83.215	78.993	45.094	45.989	81.201	84.48	51.483	48.625	YBR026C_mRNA
II_293986_294102_-	YBR027C__YBR027C	83.215	78.993	45.094	45.989	81.201	84.48	51.483	48.625	YBR027C_mRNA
II_29447_29625_+	.	6.086	3.885	5.305	7.402	8.315	6.822	5.187	5.326	NA
II_296022_296102_-	YBR028C__YBR028C	28.337	30.863	27.947	26.35	29.36	28.316	24.665	23.869	YBR028C_mRNA
II_296120_296123_-	YBR028C__YBR028C	0	0.216	0.189	0.296	0.308	0	0	0.099	YBR028C_mRNA
II_297773_297867_-	YBR029C__CDS1	81.718	85.144	36.757	40.857	81.098	79.153	36.703	35.31	YBR029C_mRNA
II_298011_298021_+	YBR030W__YBR030W	2.694	0.863	1.137	0.691	1.335	1.962	1.077	0.986	YBR030W_mRNA
II_298202_298235_+	YBR030W__YBR030W	14.368	13.705	22.642	21.12	13.859	14.018	17.324	17.852	YBR030W_mRNA
II_298245_298249_+	YBR030W__YBR030W	1.397	2.158	2.274	1.283	1.848	1.869	2.741	1.973	YBR030W_mRNA
II_300097_300163_+	YBR031W__RPL4A	822.269	800.177	927.081	910.409	789.529	877.691	875.302	900.305	YBR031W_mRNA
II_304481_304497_-	.	2.095	1.727	2.653	1.974	1.54	1.121	2.153	2.367	NA
II_305976_306041_-	YBR034C__HMT1	83.115	79.964	84.693	86.452	71.346	68.686	82.509	77.031	YBR034C_mRNA
II_305976_306041_-	YBR035C__YBR035C	83.115	79.964	84.693	86.452	71.346	68.686	82.509	77.031	YBR035C_mRNA
II_306958_306990_-	YBR034C__HMT1	181.396	175.359	117.756	115.368	180.88	164.474	121.464	113.82	YBR034C_mRNA
II_306958_306990_-	YBR035C__YBR035C	181.396	175.359	117.756	115.368	180.88	164.474	121.464	113.82	YBR035C_mRNA
II_307347_307350_-	YBR035C__YBR035C	0.399	1.187	0.474	0.197	0.821	0.374	0.294	0.395	YBR035C_mRNA
II_307545_307608_+	.	166.429	175.575	156.692	170.535	146.388	142.139	130.664	116.089	NA
II_308058_308082_-	.	2.195	1.835	2.179	2.171	2.874	2.617	2.447	1.874	NA
II_310217_310220_-	YBR036C__CSG2	0.1	0.108	0.474	0.197	0	0	0.196	0.197	YBR036C_mRNA
II_310346_310361_-	YBR036C__CSG2	44.7	43.705	39.694	36.416	42.397	35.698	34.55	32.351	YBR036C_mRNA
II_310386_310393_-	YBR036C__CSG2	7.384	4.856	4.926	4.441	5.543	4.579	5.383	4.34	YBR036C_mRNA
II_311437_311512_-	YBR037C__SCO1	46.896	46.834	36.852	32.765	45.271	39.904	31.907	36.888	YBR037C_mRNA
II_311841_311869_+	YBR038W__YBR038W	65.754	67.338	59.778	65.826	65.187	59.435	49.134	53.655	YBR038W_mRNA
